"","descriptive_colnames","colheaders_raw","colheaders_processed","FieldID","instance","array","Path","Category","Field","Participants","Items","Stability","ValueType","Units","ItemType","Strata","Sexed","Instances","Array","Coding","Notes","Link"
"144","total_lipids_in_chylomicrons_and_extremely_large_vldl_f23482_0_0","23482-0.0","f23482_0_0","23482","0","0","Biological samples > Blood assays > NMR metabolomics","220","Total Lipids in Chylomicrons and Extremely Large VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Total Lipids in Chylomicrons and Extremely Large VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Chylomicrons and extremely large VLDL (particle diameters from 75 nm upwards)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23482"
"145","total_lipids_in_chylomicrons_and_extremely_large_vldl_f23482_1_0","23482-1.0","f23482_1_0","23482","1","0","Biological samples > Blood assays > NMR metabolomics","220","Total Lipids in Chylomicrons and Extremely Large VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Total Lipids in Chylomicrons and Extremely Large VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Chylomicrons and extremely large VLDL (particle diameters from 75 nm upwards)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23482"
"146","phospholipids_in_chylomicrons_and_extremely_large_vldl_f23483_0_0","23483-0.0","f23483_0_0","23483","0","0","Biological samples > Blood assays > NMR metabolomics","220","Phospholipids in Chylomicrons and Extremely Large VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Phospholipids in Chylomicrons and Extremely Large VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Chylomicrons and extremely large VLDL (particle diameters from 75 nm upwards)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23483"
"147","phospholipids_in_chylomicrons_and_extremely_large_vldl_f23483_1_0","23483-1.0","f23483_1_0","23483","1","0","Biological samples > Blood assays > NMR metabolomics","220","Phospholipids in Chylomicrons and Extremely Large VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Phospholipids in Chylomicrons and Extremely Large VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Chylomicrons and extremely large VLDL (particle diameters from 75 nm upwards)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23483"
"148","cholesterol_in_chylomicrons_and_extremely_large_vldl_f23484_0_0","23484-0.0","f23484_0_0","23484","0","0","Biological samples > Blood assays > NMR metabolomics","220","Cholesterol in Chylomicrons and Extremely Large VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Cholesterol in Chylomicrons and Extremely Large VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Chylomicrons and extremely large VLDL (particle diameters from 75 nm upwards)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23484"
"149","cholesterol_in_chylomicrons_and_extremely_large_vldl_f23484_1_0","23484-1.0","f23484_1_0","23484","1","0","Biological samples > Blood assays > NMR metabolomics","220","Cholesterol in Chylomicrons and Extremely Large VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Cholesterol in Chylomicrons and Extremely Large VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Chylomicrons and extremely large VLDL (particle diameters from 75 nm upwards)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23484"
"150","cholesteryl_esters_in_chylomicrons_and_extremely_large_vldl_f23485_0_0","23485-0.0","f23485_0_0","23485","0","0","Biological samples > Blood assays > NMR metabolomics","220","Cholesteryl Esters in Chylomicrons and Extremely Large VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Cholesteryl Esters in Chylomicrons and Extremely Large VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Chylomicrons and extremely large VLDL (particle diameters from 75 nm upwards)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23485"
"151","cholesteryl_esters_in_chylomicrons_and_extremely_large_vldl_f23485_1_0","23485-1.0","f23485_1_0","23485","1","0","Biological samples > Blood assays > NMR metabolomics","220","Cholesteryl Esters in Chylomicrons and Extremely Large VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Cholesteryl Esters in Chylomicrons and Extremely Large VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Chylomicrons and extremely large VLDL (particle diameters from 75 nm upwards)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23485"
"152","free_cholesterol_in_chylomicrons_and_extremely_large_vldl_f23486_0_0","23486-0.0","f23486_0_0","23486","0","0","Biological samples > Blood assays > NMR metabolomics","220","Free Cholesterol in Chylomicrons and Extremely Large VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Free Cholesterol in Chylomicrons and Extremely Large VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Chylomicrons and extremely large VLDL (particle diameters from 75 nm upwards)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23486"
"153","free_cholesterol_in_chylomicrons_and_extremely_large_vldl_f23486_1_0","23486-1.0","f23486_1_0","23486","1","0","Biological samples > Blood assays > NMR metabolomics","220","Free Cholesterol in Chylomicrons and Extremely Large VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Free Cholesterol in Chylomicrons and Extremely Large VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Chylomicrons and extremely large VLDL (particle diameters from 75 nm upwards)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23486"
"154","triglycerides_in_chylomicrons_and_extremely_large_vldl_f23487_0_0","23487-0.0","f23487_0_0","23487","0","0","Biological samples > Blood assays > NMR metabolomics","220","Triglycerides in Chylomicrons and Extremely Large VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Triglycerides in Chylomicrons and Extremely Large VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Chylomicrons and extremely large VLDL (particle diameters from 75 nm upwards)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23487"
"155","triglycerides_in_chylomicrons_and_extremely_large_vldl_f23487_1_0","23487-1.0","f23487_1_0","23487","1","0","Biological samples > Blood assays > NMR metabolomics","220","Triglycerides in Chylomicrons and Extremely Large VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Triglycerides in Chylomicrons and Extremely Large VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Chylomicrons and extremely large VLDL (particle diameters from 75 nm upwards)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23487"
"156","concentration_of_very_large_vldl_particles_f23488_0_0","23488-0.0","f23488_0_0","23488","0","0","Biological samples > Blood assays > NMR metabolomics","220","Concentration of Very Large VLDL Particles","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Concentration of Very Large VLDL Particles from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Very large VLDL (average diameter 64 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23488"
"157","concentration_of_very_large_vldl_particles_f23488_1_0","23488-1.0","f23488_1_0","23488","1","0","Biological samples > Blood assays > NMR metabolomics","220","Concentration of Very Large VLDL Particles","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Concentration of Very Large VLDL Particles from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Very large VLDL (average diameter 64 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23488"
"158","total_lipids_in_very_large_vldl_f23489_0_0","23489-0.0","f23489_0_0","23489","0","0","Biological samples > Blood assays > NMR metabolomics","220","Total Lipids in Very Large VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Total Lipids in Very Large VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Very large VLDL (average diameter 64 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23489"
"159","total_lipids_in_very_large_vldl_f23489_1_0","23489-1.0","f23489_1_0","23489","1","0","Biological samples > Blood assays > NMR metabolomics","220","Total Lipids in Very Large VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Total Lipids in Very Large VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Very large VLDL (average diameter 64 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23489"
"160","phospholipids_in_very_large_vldl_f23490_0_0","23490-0.0","f23490_0_0","23490","0","0","Biological samples > Blood assays > NMR metabolomics","220","Phospholipids in Very Large VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Phospholipids in Very Large VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Very large VLDL (average diameter 64 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23490"
"161","phospholipids_in_very_large_vldl_f23490_1_0","23490-1.0","f23490_1_0","23490","1","0","Biological samples > Blood assays > NMR metabolomics","220","Phospholipids in Very Large VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Phospholipids in Very Large VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Very large VLDL (average diameter 64 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23490"
"162","cholesterol_in_very_large_vldl_f23491_0_0","23491-0.0","f23491_0_0","23491","0","0","Biological samples > Blood assays > NMR metabolomics","220","Cholesterol in Very Large VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Cholesterol in Very Large VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Very large VLDL (average diameter 64 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23491"
"163","cholesterol_in_very_large_vldl_f23491_1_0","23491-1.0","f23491_1_0","23491","1","0","Biological samples > Blood assays > NMR metabolomics","220","Cholesterol in Very Large VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Cholesterol in Very Large VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Very large VLDL (average diameter 64 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23491"
"164","cholesteryl_esters_in_very_large_vldl_f23492_0_0","23492-0.0","f23492_0_0","23492","0","0","Biological samples > Blood assays > NMR metabolomics","220","Cholesteryl Esters in Very Large VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Cholesteryl Esters in Very Large VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Very large VLDL (average diameter 64 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23492"
"165","cholesteryl_esters_in_very_large_vldl_f23492_1_0","23492-1.0","f23492_1_0","23492","1","0","Biological samples > Blood assays > NMR metabolomics","220","Cholesteryl Esters in Very Large VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Cholesteryl Esters in Very Large VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Very large VLDL (average diameter 64 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23492"
"166","free_cholesterol_in_very_large_vldl_f23493_0_0","23493-0.0","f23493_0_0","23493","0","0","Biological samples > Blood assays > NMR metabolomics","220","Free Cholesterol in Very Large VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Free Cholesterol in Very Large VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Very large VLDL (average diameter 64 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23493"
"167","free_cholesterol_in_very_large_vldl_f23493_1_0","23493-1.0","f23493_1_0","23493","1","0","Biological samples > Blood assays > NMR metabolomics","220","Free Cholesterol in Very Large VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Free Cholesterol in Very Large VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Very large VLDL (average diameter 64 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23493"
"168","triglycerides_in_very_large_vldl_f23494_0_0","23494-0.0","f23494_0_0","23494","0","0","Biological samples > Blood assays > NMR metabolomics","220","Triglycerides in Very Large VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Triglycerides in Very Large VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Very large VLDL (average diameter 64 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23494"
"169","triglycerides_in_very_large_vldl_f23494_1_0","23494-1.0","f23494_1_0","23494","1","0","Biological samples > Blood assays > NMR metabolomics","220","Triglycerides in Very Large VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Triglycerides in Very Large VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Very large VLDL (average diameter 64 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23494"
"170","concentration_of_large_vldl_particles_f23495_0_0","23495-0.0","f23495_0_0","23495","0","0","Biological samples > Blood assays > NMR metabolomics","220","Concentration of Large VLDL Particles","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Concentration of Large VLDL Particles from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Large VLDL (average diameter 53.6 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23495"
"171","concentration_of_large_vldl_particles_f23495_1_0","23495-1.0","f23495_1_0","23495","1","0","Biological samples > Blood assays > NMR metabolomics","220","Concentration of Large VLDL Particles","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Concentration of Large VLDL Particles from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Large VLDL (average diameter 53.6 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23495"
"172","total_lipids_in_large_vldl_f23496_0_0","23496-0.0","f23496_0_0","23496","0","0","Biological samples > Blood assays > NMR metabolomics","220","Total Lipids in Large VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Total Lipids in Large VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Large VLDL (average diameter 53.6 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23496"
"173","total_lipids_in_large_vldl_f23496_1_0","23496-1.0","f23496_1_0","23496","1","0","Biological samples > Blood assays > NMR metabolomics","220","Total Lipids in Large VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Total Lipids in Large VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Large VLDL (average diameter 53.6 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23496"
"174","phospholipids_in_large_vldl_f23497_0_0","23497-0.0","f23497_0_0","23497","0","0","Biological samples > Blood assays > NMR metabolomics","220","Phospholipids in Large VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Phospholipids in Large VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Large VLDL (average diameter 53.6 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23497"
"175","phospholipids_in_large_vldl_f23497_1_0","23497-1.0","f23497_1_0","23497","1","0","Biological samples > Blood assays > NMR metabolomics","220","Phospholipids in Large VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Phospholipids in Large VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Large VLDL (average diameter 53.6 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23497"
"176","cholesterol_in_large_vldl_f23498_0_0","23498-0.0","f23498_0_0","23498","0","0","Biological samples > Blood assays > NMR metabolomics","220","Cholesterol in Large VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Cholesterol in Large VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Large VLDL (average diameter 53.6 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23498"
"177","cholesterol_in_large_vldl_f23498_1_0","23498-1.0","f23498_1_0","23498","1","0","Biological samples > Blood assays > NMR metabolomics","220","Cholesterol in Large VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Cholesterol in Large VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Large VLDL (average diameter 53.6 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23498"
"178","cholesteryl_esters_in_large_vldl_f23499_0_0","23499-0.0","f23499_0_0","23499","0","0","Biological samples > Blood assays > NMR metabolomics","220","Cholesteryl Esters in Large VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Cholesteryl Esters in Large VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Large VLDL (average diameter 53.6 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23499"
"179","cholesteryl_esters_in_large_vldl_f23499_1_0","23499-1.0","f23499_1_0","23499","1","0","Biological samples > Blood assays > NMR metabolomics","220","Cholesteryl Esters in Large VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Cholesteryl Esters in Large VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Large VLDL (average diameter 53.6 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23499"
"180","free_cholesterol_in_large_vldl_f23500_0_0","23500-0.0","f23500_0_0","23500","0","0","Biological samples > Blood assays > NMR metabolomics","220","Free Cholesterol in Large VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Free Cholesterol in Large VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Large VLDL (average diameter 53.6 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23500"
"181","free_cholesterol_in_large_vldl_f23500_1_0","23500-1.0","f23500_1_0","23500","1","0","Biological samples > Blood assays > NMR metabolomics","220","Free Cholesterol in Large VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Free Cholesterol in Large VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Large VLDL (average diameter 53.6 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23500"
"182","triglycerides_in_large_vldl_f23501_0_0","23501-0.0","f23501_0_0","23501","0","0","Biological samples > Blood assays > NMR metabolomics","220","Triglycerides in Large VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Triglycerides in Large VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Large VLDL (average diameter 53.6 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23501"
"183","triglycerides_in_large_vldl_f23501_1_0","23501-1.0","f23501_1_0","23501","1","0","Biological samples > Blood assays > NMR metabolomics","220","Triglycerides in Large VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Triglycerides in Large VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Large VLDL (average diameter 53.6 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23501"
"184","concentration_of_medium_vldl_particles_f23502_0_0","23502-0.0","f23502_0_0","23502","0","0","Biological samples > Blood assays > NMR metabolomics","220","Concentration of Medium VLDL Particles","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Concentration of Medium VLDL Particles from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Medium VLDL (average diameter 44.5 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23502"
"185","concentration_of_medium_vldl_particles_f23502_1_0","23502-1.0","f23502_1_0","23502","1","0","Biological samples > Blood assays > NMR metabolomics","220","Concentration of Medium VLDL Particles","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Concentration of Medium VLDL Particles from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Medium VLDL (average diameter 44.5 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23502"
"186","total_lipids_in_medium_vldl_f23503_0_0","23503-0.0","f23503_0_0","23503","0","0","Biological samples > Blood assays > NMR metabolomics","220","Total Lipids in Medium VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Total Lipids in Medium VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Medium VLDL (average diameter 44.5 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23503"
"187","total_lipids_in_medium_vldl_f23503_1_0","23503-1.0","f23503_1_0","23503","1","0","Biological samples > Blood assays > NMR metabolomics","220","Total Lipids in Medium VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Total Lipids in Medium VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Medium VLDL (average diameter 44.5 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23503"
"188","phospholipids_in_medium_vldl_f23504_0_0","23504-0.0","f23504_0_0","23504","0","0","Biological samples > Blood assays > NMR metabolomics","220","Phospholipids in Medium VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Phospholipids in Medium VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Medium VLDL (average diameter 44.5 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23504"
"189","phospholipids_in_medium_vldl_f23504_1_0","23504-1.0","f23504_1_0","23504","1","0","Biological samples > Blood assays > NMR metabolomics","220","Phospholipids in Medium VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Phospholipids in Medium VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Medium VLDL (average diameter 44.5 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23504"
"190","cholesterol_in_medium_vldl_f23505_0_0","23505-0.0","f23505_0_0","23505","0","0","Biological samples > Blood assays > NMR metabolomics","220","Cholesterol in Medium VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Cholesterol in Medium VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Medium VLDL (average diameter 44.5 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23505"
"191","cholesterol_in_medium_vldl_f23505_1_0","23505-1.0","f23505_1_0","23505","1","0","Biological samples > Blood assays > NMR metabolomics","220","Cholesterol in Medium VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Cholesterol in Medium VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Medium VLDL (average diameter 44.5 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23505"
"192","cholesteryl_esters_in_medium_vldl_f23506_0_0","23506-0.0","f23506_0_0","23506","0","0","Biological samples > Blood assays > NMR metabolomics","220","Cholesteryl Esters in Medium VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Cholesteryl Esters in Medium VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Medium VLDL (average diameter 44.5 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23506"
"193","cholesteryl_esters_in_medium_vldl_f23506_1_0","23506-1.0","f23506_1_0","23506","1","0","Biological samples > Blood assays > NMR metabolomics","220","Cholesteryl Esters in Medium VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Cholesteryl Esters in Medium VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Medium VLDL (average diameter 44.5 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23506"
"194","free_cholesterol_in_medium_vldl_f23507_0_0","23507-0.0","f23507_0_0","23507","0","0","Biological samples > Blood assays > NMR metabolomics","220","Free Cholesterol in Medium VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Free Cholesterol in Medium VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Medium VLDL (average diameter 44.5 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23507"
"195","free_cholesterol_in_medium_vldl_f23507_1_0","23507-1.0","f23507_1_0","23507","1","0","Biological samples > Blood assays > NMR metabolomics","220","Free Cholesterol in Medium VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Free Cholesterol in Medium VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Medium VLDL (average diameter 44.5 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23507"
"196","triglycerides_in_medium_vldl_f23508_0_0","23508-0.0","f23508_0_0","23508","0","0","Biological samples > Blood assays > NMR metabolomics","220","Triglycerides in Medium VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Triglycerides in Medium VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Medium VLDL (average diameter 44.5 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23508"
"197","triglycerides_in_medium_vldl_f23508_1_0","23508-1.0","f23508_1_0","23508","1","0","Biological samples > Blood assays > NMR metabolomics","220","Triglycerides in Medium VLDL","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Triglycerides in Medium VLDL from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Medium VLDL (average diameter 44.5 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23508"
"198","concentration_of_small_vldl_particles_f23509_0_0","23509-0.0","f23509_0_0","23509","0","0","Biological samples > Blood assays > NMR metabolomics","220","Concentration of Small VLDL Particles","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Concentration of Small VLDL Particles from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Small VLDL (average diameter 36.8 nm)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23509"
